29587,29,http://hjvequip.com/category/all-used-equipment/used-sprayer-trailers/
33397,29,https://www.quinncompany.com/used-equipment/pneumatic-tired-compactors/
31606,29,https://www.blackrocktruck.com/default.asp?page=xPreOwnedInventory
33382,29,https://www.quinncompany.com/used-equipment/knuckleboom-loaders/
33363,29,https://www.quinncompany.com/used-equipment/buckets/
30557,29,http://www.coffmantrucks.com/en/used-inventory/used-lifted-trucks.cfm
28527,29,https://www.plainsequipmentgroup.com/SearchEquipment/SearchForm/page/1?type=All&make=All&model=All&other=sortPrice--orderasc--minp0--minh0
33425,29,https://www.quinncompany.com/used-equipment/wheel-excavators/
33384,29,https://www.quinncompany.com/used-equipment/lifts/
30586,29,http://www.artstrucks.com/Inventory/3819289/2004-Ford-F750
33381,29,https://www.quinncompany.com/used-equipment/industrial-loaders/
32585,29,https://www.vitterstractor.com/default.asp?page=xAllInventory
32554,29,https://www.rechtien.com/used-vehicles/
29696,29,https://www.westgatetrailer.net/gooseneck-trailers
34624,29,https://www.1point7.com/tanker-trucks-for-sale-wa-ca-az-nv-ak-nj-ut--xAllInventory?vc=tank
33398,29,https://www.quinncompany.com/used-equipment/portable-generator-sets/
28432,29,https://www.westernstatescat.com/used-equipment/search-results/?
33412,29,https://www.quinncompany.com/used-equipment/track-excavators/
27332,29,https://www.agteckrepair.com/search/inventory/usage/Used
34374,29,https://www.kurtztrading.com/inventory/?/listings/construction-equipment/for-sale/list?dlr=1&submit=SEARCH+INVENTORY&pcid=3215233&lo=4&Mdltxt=&CategoryID=-1&Manu=&Cond=&hrsFrom=&PT=&hrsTo=&PF=
33421,29,https://www.quinncompany.com/used-equipment/water-equipment/
34085,29,https://bobcatoffortwayne.net/inventory/used/
28621,29,https://www.frenchtowntrailer.com/all-inventory/watercraft-trailers
34599,29,https://hawkinsgraves.com/inventory/
30276,29,http://www.eastalabamatruckrepair.com/trucks-for-sale.html
29671,29,https://www.trailquipllc.com/all-inventory/horse-trailers
29668,29,http://www.goldenwesttoweq.com/tow-trucks-for-sale/damaged-wrecked
33358,29,https://www.quinncompany.com/used-equipment/articulated-trucks/
34262,29,http://www.streackertractor.com/SearchEquipment/SearchForm/page/1?type=All&make=All&model=All
33188,29,http://www.wyomingcat.com/products/used/asphalt-pavers
30011,29,https://www.fittsauto.com/used-trucks-little-rock-ar
34542,29,http://tuffmachinery.com/products/backhoes/
33427,29,https://www.quinncompany.com/used-equipment/wheel-tractor-scrapers/
29582,29,http://hjvequip.com/category/all-used-equipment/used-vegetable-irrigation-equipment/used-planting/
33390,29,https://www.quinncompany.com/used-equipment/motor-graders/
30150,29,https://candhtruck.com/trucks/heavy-haul-towing/69/heavy-hauling-wrecker-towing
28187,29,https://www.ruwetsibley.com/api/default/dealerusedequipments?$expand=DealerUsedMachineCategory&$select=DealerUsedMachineCategory	DealerUsedMachineMake	DealerUsedMachineModel	DealerUsedMachineYear&$count=true&$skip=0
33373,29,https://www.quinncompany.com/used-equipment/forest-products/
31172,29,https://www.vitterstractor.com/default.asp?page=xPreOwnedInventory
34554,29,http://tuffmachinery.com/products/tractors/
34041,29,http://www.codyjamesusedequipment.com/product-category/trailer/
34455,29,https://truparamerica.com/inventory/used/
32267,29,https://www.mahindraofkentenn.com/agriculture-equipment-for-sale-union-city-tn--xallinventory
29206,29,https://www.milamequipmentsales.com/equipment-inventory/cranes
29684,29,https://www.westgatetrailer.net/pj-trailers
28080,29,https://www.farmequipmentsalesinc.com/kubota-equipment
26982,29,https://www.featherlitetrailers.com/used-trailers/used-stock-trailers
34614,29,https://vatrailerworld.com/inventory/
34192,29,https://bobcat-ent.com/inventory/used/
27715,29,https://www.lynchequipment.com/search/Inventory/usage/Used
27345,29,https://www.romansoutdoorpower.com/search/inventory/availability/In%20Stock/usage/Used/sort/best-match
33387,29,https://www.quinncompany.com/used-equipment/mining-equipment/
34454,29,https://stephensonequipmentjcb.com/inventory/used/
27181,29,https://www.podeinspowerequipment.com/search/inventory/usage/used
33201,29,http://www.wyomingcat.com/products/used/industrial
34039,29,http://www.codyjamesusedequipment.com/product-category/dozers/
28593,29,https://www.frenchtowntrailer.com/all-inventory/concession-trailers
33369,29,https://www.quinncompany.com/used-equipment/cranes/
27366,29,https://www.moorescorners.com/search/inventory/usage/Used
33407,29,https://www.quinncompany.com/used-equipment/stabilizers-reclaimers/
30178,29,https://www.txcustomtrailers.com/trailer-type/poly-storage-tanks
34146,29,https://jordanequipment.com/inventory/used/
34044,29,http://www.codyjamesusedequipment.com/product-category/feller-buncher/
34574,29,https://zimmererkubota.com/inventory/used/
33411,29,https://www.quinncompany.com/used-equipment/telehandlers/
33374,29,https://www.quinncompany.com/used-equipment/forklifts/
29585,29,http://hjvequip.com/category/all-used-equipment/used-vegetable-irrigation-equipment/used-washline-equipment/
32311,29,https://www.midwestsportscenter.com/Showroom/All-Inventory/Lawn-Mowers
29848,29,http://www.carrollautosales.com/inventory?showroom=_trailers
33519,29,https://www.bobbypark.net/inventory/?/listings/trucks/for-sale/list?dlr-1&pcid=2000846226&ftr=1&ssf=0&lo=4&catid=807	243	320	362	289	804	20&sortorder=601&SCF=False&sbc=0
30007,29,http://www.adelmans.com/box-trucks
30275,29,http://www.mdgtractor.com/used-equipment.html
34174,29,https://topnotchequipment.com/inventory/used/
27203,29,https://www.brazostractor.com/search/inventory/availability/In%20Stock/sort/best-match
31049,29,https://www.flintequipco.com/inventory/v1/Current/John-Deere-Flint/Construction-Forestry/John-Deere-Construction/Skid-Steers?theme=construction-forestry
31935,29,https://www.thermokingutility.com/default.asp?page=xPreOwnedInventory&vt=truck%20%2F%20trailer%20refrigeration
29858,29,http://www.carrollautosales.com/inventory?showroom=_dumptrucks
30585,29,http://www.artstrucks.com/Inventory/3819321/2001-Ford-F750
34064,29,https://www.johnsontractor.com/inventory/?/listings/farm-equipment/for-sale/list?ETID=1&pcid=2940357&dlr=1&lo=3&ssf=0&snai=0&ssc=0&sfc=0
29856,29,http://www.carrollautosales.com/inventory
29674,29,https://www.dsmidwesttrailers.com/all-inventory/equipment-trailers
30417,29,https://housby.com/servlet/Search.do?auctionId=31319&categoryName=DRYWALL+BOOM
29598,29,https://www.dsmidwesttrailers.com/all-inventory/livestock-trailers
28067,29,https://www.stonesfarmservice.com/search/inventory/usage/Used/availability/In%20Stock
27351,29,https://www.wctfarmandlawn.com/search/inventory/availability/In%20Stock/usage/Used
29236,29,https://www.kmhsystems.com/service-solutions/equipment-rentals/
34086,29,https://99lifts.com/inventory/used/
29584,29,http://hjvequip.com/category/all-used-equipment/used-application-equipment/used-floaters/
33416,29,https://www.quinncompany.com/used-equipment/trailers/
33365,29,https://www.quinncompany.com/used-equipment/cold-planers/
29594,29,http://hjvequip.com/category/all-used-equipment/used-combines/
29166,29,https://www.pillareq.com/SearchEquipment/SearchForm/page/1?type=All&make=All&model=All&other=sortPrice--orderasc
27708,29,https://www.brazostractor.com/search/inventory/availability/In%20Stock/usage/Used/sort/best-match
27029,29,https://www.barnyardtrailers.com/all-inventory
34621,29,https://www.1point7.com/hydro-excavator-trucks-for-sale-wa-ca-az-nv-ak-nj-ut--xAllInventory?ac=vacuum|hydro-excavator#page=xAllInventory&ac=vacuum%7Chydro-excavator
31432,29,https://www.kempnerequip.com/default.asp?page=xPreOwnedInventory&vt=truck%20bed
31556,29,https://www.kempnerequip.com/default.asp?page=xPreOwnedInventory
30171,29,https://www.txcustomtrailers.com/all-inventory/utility-trailers
33888,29,https://joncosales.com/inventory/used/
34367,29,https://earthborneinc.com/inventory/used/
29948,29,https://www.truckenterprises.com/pages/kenworth-commercial-trucks
34550,29,http://tuffmachinery.com/products/root-rakes/
28230,29,https://www.whiteoakequipment.com/api/dealerusedequipments/?Take=20&Page=1&SortBy=RecentlyAdded&SortOrder=Desc
34255,29,https://gh-eq.com/inventory/used/
29736,29,http://midwaytrailersales.com/CargoTrailers.aspx?ct_customlink1=1
30649,29,https://www.thetruckpeople.com/sales
33367,29,https://www.quinncompany.com/used-equipment/compactors/
28125,29,https://www.farmequipmentsalesinc.com/agricultural-tractors-kubota
29689,29,https://www.westgatetrailer.net/load-trail-flatbed-trailers
33805,29,http://gbdorning.com/inventory/
30176,29,https://www.txcustomtrailers.com/all-inventory/enclosed-cargo-trailers
28592,29,https://www.oreillyequipment.com/snow-and-ice/truck-plows
34242,29,http://www.frenchtowntrailer.com/all-inventory/toy-haulers
34623,29,https://www.1point7.com/street-sweepers-for-sale-wa-ca-az-nv-ak-nj-ut--xAllInventory?vc=sweeper#page=xAllInventory&vc=sweeper
33513,29,https://www.bobbypark.net/inventory/?/listings/trucks-and-trailers/for-sale/list?ETID=1&pcid=2000846226&dlr=1&bcatid=26&sortorder=601&sbc=0&lo=4
29860,29,http://www.carrollautosales.com/inventory?showroom=_used
30177,29,https://www.txcustomtrailers.com/all-inventory/equipment-trailers
30996,29,https://www.flintequipco.com/inventory/v1/Current/John-Deere-Flint/Agriculture-Turf/Agriculture/Tillage-Equipment/Mulch-Tiller/714-Mulch-Tiller
29588,29,http://hjvequip.com/category/all-used-equipment/used-application-equipment/used-sprayers/
33371,29,https://www.quinncompany.com/used-equipment/excavators/
33375,29,https://www.quinncompany.com/used-equipment/forwarders/
29593,29,http://hjvequip.com/category/all-used-equipment/used-vegetable-irrigation-equipment/used-handling-equipment/
31090,29,https://www.flintequipco.com/agriculture-construction-power-systems-dealership--ag-turf-showroom
34113,29,https://soolandbobcat.com/inventory/used/
33395,29,https://www.quinncompany.com/used-equipment/paving-products/
29679,29,https://www.westgatetrailer.net/cargo-trailers
30003,29,http://www.adelmans.com/all-wheel-drive
30514,29,http://craigmylefarmeq.com/index.php/equipment/
34622,29,https://www.1point7.com/vacuums-sewers-trucks-for-sale-wa-ca-az-nv-ak-nj-ut--xAllInventory?ac=vacuum|hydro-excavator#page=xAllInventory&ac=vacuum%7Chydro-excavator
33422,29,https://www.quinncompany.com/used-equipment/water-tanks/
33368,29,https://www.quinncompany.com/used-equipment/conveyors/
31011,29,https://www.flintequipco.com/inventory/v1/Current/John-Deere-Flint/Construction-Forestry/John-Deere-Construction/Excavators/Compact-Excavators
30903,29,https://www.tsitrailers.com/inventory/v1/Current/MAXXD-Trailers
31000,29,https://www.flintequipco.com/inventory/v1/Current/John-Deere-Flint/Construction-Forestry/John-Deere-Construction/Articulated-Dump-Trucks?theme=construction-forestry
31067,29,https://www.flintequipco.com/inventory/v1/Current/John-Deere-Flint/Construction-Forestry/John-Deere-Forestry/Knuckleboom-Loaders?theme=construction-forestry
33362,29,https://www.quinncompany.com/used-equipment/brush-cutters/
28717,29,http://gbdorning.com/showrooms/Wacker+Neuson/Excavators/
26885,29,https://www.featherlitetrailers.com/used-trailers/used-cargo-trailers
30394,29,http://www.burrfarms.com/index.php/used-equipment
29854,29,http://www.carrollautosales.com/inventory?showroom=_other
34066,29,https://midwestkioti.com/inventory/used/
34052,29,https://jcbofidaho.com/inventory/used/
29685,29,https://www.westgatetrailer.net/flatbed-trailers
30397,29,http://www.burrfarms.com/index.php/used-equipment/tractor-type-forklifts
34101,29,https://www.logancontractors.com/inventory/used-other/?sort=mfr-asc
33591,29,https://www.coximplement.com/search/inventory/brand/Sunflower
34245,29,http://www.frenchtowntrailer.com/all-inventory/watercraft-trailers
29682,29,https://www.westgatetrailer.net/load-trail-utility-trailers
29197,29,https://www.milamequipmentsales.com/equipment-inventory/dumpers
29683,29,https://www.westgatetrailer.net/load-trail-dump-trailers
28008,29,https://www.brakeawaytrailers.com/inventory?manufacturer%5B%5D=207
29995,29,http://www.adelmans.com/winch-trucks
27178,29,https://www.coximplement.com/search/inventory/brand/Massey%20Ferguson/type/Agricultural%20Loaders/type/Agricultural%20Backhoes
28614,29,https://www.coxtrailersalesinc.com/all-inventory/industrial-equipment
