took,timed_out,total,successful,skipped,failed,total,max_score,_index,_type,_id,_score,id,expected_count,id,url,curr_count
,,,,,,,,seed_target,_doc,28033,3.8901865,10154,-1,31,https://www.clarksequipmentsales.com/rentals,9
,,,,,,,,seed_target,_doc,28987,3.8901865,10621,-1,22,https://www.alm9.com/Utility-Trailers,15
,,,,,,,,seed_target,_doc,29681,3.8901865,11184,-1,29,https://www.westgatetrailer.net/inventory,110
,,,,,,,,seed_target,_doc,32942,3.8901865,12135,-1,29,https://www.yanceybros.com/cat_used_equipments/knuckleboom-loader,13
,,,,,,,,seed_target,_doc,30456,3.8901865,11906,-1,29,http://blackburntruckequipment.com/trucks/used-trucks/,13
,,,,,,,,seed_target,_doc,28563,3.8901865,10326,-1,32,https://www.countryblacksmithtrailers.com/store/pc/viewCategories.asp,1024
,,,,,,,,seed_target,_doc,28320,3.8901865,10217,-1,31,https://www.clevelandbrothers.com/front-end-loader/,2
,,,,,,,,seed_target,_doc,29377,3.8901865,10894,-1,31,https://www.gesales.com/category/construction-equipment/compact-excavators/,1
,,,,,,,,seed_target,_doc,32759,3.8901865,12128,-1,23,https://cartermachinery.com/machines/used/skidders,8
,,,,,,,,seed_target,_doc,32643,3.8901865,12123,-1,31,http://www.foleyinc.com/construction/used/track-type-loaders-crawlers/,1
,,,,,,,,seed_target,_doc,28970,3.8901865,10621,-1,22,https://www.alm9.com/Aluminium-Car-Trailers,1
,,,,,,,,seed_target,_doc,29647,3.8901865,11154,-1,31,https://www.usedworktrucksforsale.com/trucks-for-sale/?group=dump-truck,2
,,,,,,,,seed_target,_doc,28544,3.8901865,10326,-1,32,https://www.countryblacksmithtrailers.com/store/pc/Used-Equipment-Car-Trailers-For-Sale-c242.htm,15
,,,,,,,,seed_target,_doc,30574,3.8901865,12046,-1,29,http://www.krrauch.com/used/,36
,,,,,,,,seed_target,_doc,30269,3.8901865,11720,-1,31,http://westlietruckcenters.com/sales---minot/inventory---minot/,24
,,,,,,,,seed_target,_doc,32883,3.8901865,12133,-1,23,https://www.gregorypoole.com/used-equipment/equipment/work-tools/,3
,,,,,,,,seed_target,_doc,34578,3.8901865,12234,-1,32,http://www.atkinsontrucksales.com/trucklist.php?type=Trailers&subtype=Miscellaneous,2
,,,,,,,,seed_target,_doc,30228,3.8901865,12055,-1,29,https://www.coloradotrailersinc.com/toy-haulers,4
,,,,,,,,seed_target,_doc,34545,3.8901865,12210,-1,29,http://tuffmachinery.com/products/excavators/,1
,,,,,,,,seed_target,_doc,30532,3.8901865,11984,-1,31,https://www.i10equipment.com/Catalog/Trailers,93
,,,,,,,,seed_target,_doc,29281,3.8901865,10823,-1,31,http://www.doonantruck.com/inventory.aspx,46
,,,,,,,,seed_target,_doc,30130,3.8901865,12207,-1,31,https://www.mileatruck.com/used-trucks,14
,,,,,,,,seed_target,_doc,32954,3.8901865,12135,-1,29,https://www.yanceybros.com/cat_used_equipments/mining-motor-grader,1
,,,,,,,,seed_target,_doc,33618,3.8901865,11317,-1,32,https://www.bigtruckequipment.com/inventory/9/Water-Trucks-&-Tankers,1
,,,,,,,,seed_target,_doc,29018,3.8901865,11568,-1,31,https://bobcatofhouston.com/inventory/?condition=used,42
,,,,,,,,seed_target,_doc,30196,3.8901865,11617,-1,23,https://www.thetrailerplace.com/car-trailers/,6
,,,,,,,,seed_target,_doc,29645,3.8901865,11154,-1,29,http://www.wholesaleequipmentsales.com/,18
,,,,,,,,seed_target,_doc,33622,3.8901865,11317,-1,32,https://www.bigtruckequipment.com/inventory/35/Aerial-Work-Platforms,2
,,,,,,,,seed_target,_doc,33102,3.8901865,12147,-1,22,https://www.altorfer.com/used/equipment/scrapers/,15
,,,,,,,,seed_target,_doc,30305,3.8901865,11753,-1,22,https://inventory.lmtractor.com/,98
,,,,,,,,seed_target,_doc,30204,3.8901865,11639,-1,31,https://www.goodrichtrailers.com/trailers/,285
,,,,,,,,seed_target,_doc,28798,3.8901865,10446,-1,23,https://www.dhmco.com/chevrolet-trucks/,11
,,,,,,,,seed_target,_doc,29203,3.8901865,10284,-1,32,https://www.butlermachinery.com/used-equipment/excavators/,19
,,,,,,,,seed_target,_doc,29643,3.8901865,11154,-1,31,https://www.usedworktrucksforsale.com/mail%20to:sales@usedworktrucksforsale.com,24
,,,,,,,,seed_target,_doc,30444,3.8901865,11891,-1,29,http://www.cstkcustomtrailers.com/equipment/,6
,,,,,,,,seed_target,_doc,29195,3.8901865,10760,-1,29,https://www.milamequipmentsales.com/equipment-inventory/excavators-wheel,2
,,,,,,,,seed_target,_doc,30237,3.8901865,11679,-1,29,https://www.ddsalestrailers.com/category/used-trailers/,8
,,,,,,,,seed_target,_doc,32622,3.8901865,12123,-1,31,http://www.foleyinc.com/construction/used/forestry-feller-bunchers-track/,3
,,,,,,,,seed_target,_doc,30023,3.8901865,11476,-1,22,https://www.misequipmentsales.com/equipment-type/asphalt-others/,8
,,,,,,,,seed_target,_doc,30395,3.8901865,11839,-1,29,http://www.burrfarms.com/index.php/used-equipment/cushion-tire-forklifts,3
,,,,,,,,seed_target,_doc,30531,3.8901865,11981,-1,32,https://www.postleasing.com/inventory-page/,38
,,,,,,,,seed_target,_doc,33615,3.8901865,11317,-1,32,https://www.bigtruckequipment.com/inventory/3/Street-Sweepers,10
,,,,,,,,seed_target,_doc,34170,3.8901865,11739,-1,31,https://lanoequip.com/inventory-results/?fwp_condition=used,194
,,,,,,,,seed_target,_doc,28900,3.8901865,10560,-1,32,https://www.cmw-equip.com/used-equipment/used-aggregate-equipment/used-aggregate-plants/,1
,,,,,,,,seed_target,_doc,33532,3.8901865,10506,-1,22,https://www.pittmantractor.com/store/c8/Skid_Steers.html,2
,,,,,,,,seed_target,_doc,32925,3.8901865,11562,-1,32,http://www.blanchardmachinery.com/equipment/used/hydraulic-excavators,177
,,,,,,,,seed_target,_doc,30025,3.8901865,11476,-1,22,https://www.misequipmentsales.com/equipment-type/crushers/,1
,,,,,,,,seed_target,_doc,30088,3.8901865,11528,-1,23,http://diamondrtrailers.com/Trailers.aspx?c_manu=Elite,26
,,,,,,,,seed_target,_doc,28582,3.8901865,10326,-1,32,https://www.countryblacksmithtrailers.com/store/pc/LIVESTOCK-TRAILERS-c143.htm,34
,,,,,,,,seed_target,_doc,32963,3.8901865,12135,-1,29,https://www.yanceybros.com/cat_used_equipments/forestry-skidder,20
,,,,,,,,seed_target,_doc,30206,3.8901865,11639,-1,31,https://www.goodrichtrailers.com/trailers/equipment/,24
,,,,,,,,seed_target,_doc,29717,3.8901865,11201,-1,31,http://www.rogerstrailers.com/divisions/mining-industry,11
,,,,,,,,seed_target,_doc,32733,3.8901865,12127,-1,31,https://www.miltoncat.com/machinery-equipment/used/telehandlers,15
,,,,,,,,seed_target,_doc,33992,3.8901865,12218,-1,32,https://www.stsbbx.com/equipment-sales/?cat=3&subcat=13,6
,,,,,,,,seed_target,_doc,28541,3.8901865,10326,-1,32,https://www.countryblacksmithtrailers.com/store/pc/CAR-EQUIPMENT-FLATBEDS-c141.htm,50
,,,,,,,,seed_target,_doc,29821,3.8901865,11317,-1,32,http://www.bigtruckequipment.com/inventory/9/Water-Trucks-&-Tankers,1
,,,,,,,,seed_target,_doc,33984,3.8901865,12218,-1,32,https://www.stsbbx.com/equipment-sales/?cat=2&subcat=5,5
,,,,,,,,seed_target,_doc,29569,3.8901865,10816,-1,29,http://brakkeimplement.com/Equipment/Used-Equipment.aspx,12
,,,,,,,,seed_target,_doc,33329,3.8901865,12162,-1,22,https://www.cashmanequipment.com/machines/used/skid-steer-loaders,4
,,,,,,,,seed_target,_doc,33186,3.8901865,12157,-1,29,http://www.wyomingcat.com/products/used/forklifts/internal-comb-forklifts,6
,,,,,,,,seed_target,_doc,32956,3.8901865,12135,-1,29,https://www.yanceybros.com/cat_used_equipments/mining-off-highway-truck,9
,,,,,,,,seed_target,_doc,34674,3.8901865,12209,-1,32,http://www.elderontruck.com/equipment-for-sale/?group=sweeper,5
,,,,,,,,seed_target,_doc,29205,3.8901865,10760,-1,29,https://www.milamequipmentsales.com/equipment-inventory/force-feed-loader,1
,,,,,,,,seed_target,_doc,29943,3.8901865,11417,-1,29,https://www.truckenterprises.com/collections/dump-trucks,1
,,,,,,,,seed_target,_doc,30356,3.8901865,11792,-1,31,https://www.vankeppel.com/equipment/forklift,3621
,,,,,,,,seed_target,_doc,29886,3.8901865,11374,-1,29,http://www.keiters.com/category/find-equipment/tillage-equipment/,8
,,,,,,,,seed_target,_doc,29879,3.8901865,11356,-1,23,http://www.dwliftsales.com/inventory-categories/trucks/,60
,,,,,,,,seed_target,_doc,29884,3.8901865,11374,-1,29,http://www.keiters.com/category/find-equipment/find-equipment-find-equipment/,8
,,,,,,,,seed_target,_doc,30587,3.8901865,12055,-1,22,http://www.bbtrailers.com/used-trailers,1
,,,,,,,,seed_target,_doc,33504,3.8901865,12242,-1,22,https://www.fredricksoutdoor.com/yanmar,16
,,,,,,,,seed_target,_doc,32710,3.8901865,12127,-1,31,https://www.miltoncat.com/machinery-equipment/used/compact-track-multi-terrain,35
,,,,,,,,seed_target,_doc,33926,3.8901865,12217,-1,22,http://www.barrgo.com/equipment/dry-van-trailers-for-sale/,8
,,,,,,,,seed_target,_doc,34652,3.8901865,12209,-1,32,http://www.elderontruck.com/trailers-for-sale/?group=reefer-trailer,10
,,,,,,,,seed_target,_doc,29940,3.8901865,11416,-1,23,http://www.hainsworthfarms.com/lagoon-pumps.html,1
,,,,,,,,seed_target,_doc,30145,3.8901865,12162,-1,22,https://www.cashmanequipment.com/machines/used/other-products,5
,,,,,,,,seed_target,_doc,33213,3.8901865,12157,-1,29,http://www.wyomingcat.com/products/used/wheel-excavators,1
,,,,,,,,seed_target,_doc,28570,3.8901865,10326,-1,32,https://www.countryblacksmithtrailers.com/store/pc/DUMP-TRAILERS-c273.htm,50
,,,,,,,,seed_target,_doc,29650,3.8901865,11154,-1,31,https://www.usedworktrucksforsale.com/trucks-for-sale/?group=pickup-truck,1
,,,,,,,,seed_target,_doc,28533,3.8901865,10326,-1,32,http://www.countryblacksmithtrailers.com/store/pc/Horse-Trailers-c142.htm,8
,,,,,,,,seed_target,_doc,30085,3.8901865,11528,-1,23,http://diamondrtrailers.com/Trailers.aspx?c_manu=Delta,7
,,,,,,,,seed_target,_doc,33980,3.8901865,12218,-1,32,https://www.stsbbx.com/equipment-sales/?cat=2&subcat=1,4
,,,,,,,,seed_target,_doc,30211,3.8901865,11639,-1,31,https://www.goodrichtrailers.com/trailers?used=yes,5
,,,,,,,,seed_target,_doc,30226,3.8901865,12055,-1,29,https://www.coloradotrailersinc.com/inventory,16
,,,,,,,,seed_target,_doc,29893,3.8901865,11377,-1,29,https://www.agri-service.com/company-magazines,4
,,,,,,,,seed_target,_doc,32617,3.8901865,12123,-1,31,http://www.foleyinc.com/construction/used/cold-planers/,1
,,,,,,,,seed_target,_doc,33503,3.8901865,12242,-1,22,https://www.fredricksoutdoor.com/bad-boy-mowers,10
,,,,,,,,seed_target,_doc,30024,3.8901865,11476,-1,22,https://www.misequipmentsales.com/equipment-type/air-compressors/,2
,,,,,,,,seed_target,_doc,29967,3.8901865,11427,-1,32,http://www.hrgequipment.com/construction-equipment.php?cat=86,14
,,,,,,,,seed_target,_doc,29923,3.8901865,11394,-1,32,http://www.trigreentractor.com/Used-Equipment/Zero-Turn-Mowers.aspx,10
,,,,,,,,seed_target,_doc,34581,3.8901865,12234,-1,32,http://www.atkinsontrucksales.com/trucklist.php?type=Dump%20Trucks&make=Peterbilt,11
,,,,,,,,seed_target,_doc,30227,3.8901865,11668,-1,22,https://www.4riversequipment.com/4r-inventory/compact-construction-equipment/,52
,,,,,,,,seed_target,_doc,28535,3.8901865,10326,-1,32,https://www.countryblacksmithtrailers.com/store/pc/Used-Enclosed-Car-Cargo-Trailers-For-Sale-c241.htm,13
,,,,,,,,seed_target,_doc,33127,3.8901865,12152,-1,32,https://www.nmccat.com/used-equipment/track-loaders?fwp_categories=track-loaders,3
,,,,,,,,seed_target,_doc,29456,3.8901865,10949,1031,23,https://www.midwestmachineryco.com/equipment-inventory/,1029
,,,,,,,,seed_target,_doc,30416,3.8901865,11860,-1,23,http://www.johnsonequipmentblackriverfalls.com/home.html?page=shop.browse&category_id=12,4
,,,,,,,,seed_target,_doc,30004,3.8901865,11454,-1,29,http://www.adelmans.com/trailers,18
,,,,,,,,seed_target,_doc,30566,3.8901865,12033,-1,31,http://www.castleandson.com/equipment/used-equipment/,9
,,,,,,,,seed_target,_doc,34656,3.8901865,12209,-1,32,http://www.elderontruck.com/equipment-for-sale/?group=air-compressor,2
,,,,,,,,seed_target,_doc,30063,3.8901865,11506,-1,22,https://www.rocksystems.com/washing-equipment,17
,,,,,,,,seed_target,_doc,30185,3.8901865,11617,-1,23,https://www.thetrailerplace.com/other-sport-and-recreation-trailers/,2
,,,,,,,,seed_target,_doc,28918,3.8901865,10585,-1,23,https://www.triplectrailersales.com/bodytype/horse-trailers/,20
,,,,,,,,seed_target,_doc,29464,3.8901865,10968,32,29,http://www.valleyfreightlinertruck.com/used-trucks.aspx,20
,,,,,,,,seed_target,_doc,29312,3.8901865,10857,-1,31,https://www.circlemtrailers.com/used-trailers,11
,,,,,,,,seed_target,_doc,34508,3.8901865,11576,-1,22,https://www.hendershotequipment.com/product-category/on-the-lot/used-equipment/,8
,,,,,,,,seed_target,_doc,29604,3.8901865,11108,96,32,https://www.freightlinernorthwest.com/truck-inventory/used-trucks,24
,,,,,,,,seed_target,_doc,32727,3.8901865,12127,-1,31,https://www.miltoncat.com/machinery-equipment/used/power-modules,3
,,,,,,,,seed_target,_doc,29826,3.8901865,11317,-1,32,http://www.bigtruckequipment.com/inventory/4/Dump-Trucks,7
,,,,,,,,seed_target,_doc,30572,3.8901865,12036,-1,22,https://www.applefarmservice.com/inventory,974
,,,,,,,,seed_target,_doc,34588,3.8901865,12234,-1,32,http://www.atkinsontrucksales.com/trucklist.php?type=Tractors&make=Sterling&make2=Ford,3
,,,,,,,,seed_target,_doc,28977,3.8901865,10621,-1,22,https://www.alm9.com/kaufman-trailers,1
,,,,,,,,seed_target,_doc,28898,3.8901865,10560,-1,32,https://www.cmw-equip.com/used-equipment/used-paving-equipment/used-paving-equipment-loaders/,1
,,,,,,,,seed_target,_doc,33416,3.8901865,12167,-1,29,https://www.quinncompany.com/used-equipment/trailers/,2
,,,,,,,,seed_target,_doc,33619,3.8901865,11317,-1,32,https://www.bigtruckequipment.com/inventory/6/Stake-&-Flatbed-Trucks,1
,,,,,,,,seed_target,_doc,29756,3.8901865,11257,-1,31,http://www.howelltractor.com/used-equipment/off-highway-trucks/,6
,,,,,,,,seed_target,_doc,28985,3.8901865,10621,-1,22,https://www.alm9.com/Horse-Trailers,8
,,,,,,,,seed_target,_doc,32854,3.8901865,12133,-1,23,https://www.gregorypoole.com/used-equipment/equipment/backhoe-loaders/,60
,,,,,,,,seed_target,_doc,29187,3.8901865,10284,-1,32,https://www.butlermachinery.com/used-equipment/telehandlers/,2
,,,,,,,,seed_target,_doc,33085,3.8901865,12143,-1,32,https://www.riggscat.com/used-products/motor-graders/,8
,,,,,,,,seed_target,_doc,32726,3.8901865,12127,-1,31,https://www.miltoncat.com/machinery-equipment/used/portable-generator-sets,14
,,,,,,,,seed_target,_doc,30465,3.8901865,11911,-1,22,https://www.trucksntools.com/machinery.html,6
,,,,,,,,seed_target,_doc,33929,3.8901865,12217,-1,22,http://www.barrgo.com/equipment/fuel-tank-trailers-for-sale/,24
,,,,,,,,seed_target,_doc,29235,3.8901865,10785,-1,29,https://www.kmhsystems.com/used-forklifts-lift-trucks/used-forklifts-electric-rider/,36
,,,,,,,,seed_target,_doc,32927,3.8901865,11562,-1,32,http://www.blanchardmachinery.com/equipment/used/knuckleboom-loader,5
,,,,,,,,seed_target,_doc,28978,3.8901865,10621,-1,22,https://www.alm9.com/featherlite-trailers,8
,,,,,,,,seed_target,_doc,29641,3.8901865,11154,-1,31,http://www.toptrucks.net/trailers-for-sale/,2
,,,,,,,,seed_target,_doc,33920,3.8901865,12217,-1,22,http://www.barrgo.com/equipment/chemical-tank-trailers-for-sale/,10
,,,,,,,,seed_target,_doc,29207,3.8901865,10760,-1,29,https://www.milamequipmentsales.com/equipment-inventory/crawler-loaders,9
,,,,,,,,seed_target,_doc,32922,3.8901865,11562,-1,32,http://www.blanchardmachinery.com/equipment/used/feller-buncher,11
,,,,,,,,seed_target,_doc,33923,3.8901865,12217,-1,22,http://www.barrgo.com/equipment/crude-oil-tank-trailers-for-sale/,8
,,,,,,,,seed_target,_doc,29202,3.8901865,10760,-1,29,https://www.milamequipmentsales.com/equipment-inventory/excavators-crawler,52
,,,,,,,,seed_target,_doc,32856,3.8901865,12133,-1,23,https://www.gregorypoole.com/used-equipment/equipment/cranes/,1
,,,,,,,,seed_target,_doc,32935,3.8901865,11562,-1,32,http://www.blanchardmachinery.com/equipment/used/track-loader,3
,,,,,,,,seed_target,_doc,32628,3.8901865,12123,-1,31,http://www.foleyinc.com/construction/used/motor-graders/,1
,,,,,,,,seed_target,_doc,33234,3.8901865,12231,-1,23,https://www.holtcat.com/products/used.aspx?fn=ViewListing&pfc=HAC,1
,,,,,,,,seed_target,_doc,32875,3.8901865,12133,-1,23,https://www.gregorypoole.com/used-equipment/equipment/telehandlers/,27
,,,,,,,,seed_target,_doc,32718,3.8901865,12127,-1,31,https://www.miltoncat.com/machinery-equipment/used/forwarders,2
,,,,,,,,seed_target,_doc,28575,3.8901865,10326,-1,32,https://www.countryblacksmithtrailers.com/store/pc/viewcategories.asp,1024
,,,,,,,,seed_target,_doc,32871,3.8901865,12133,-1,23,https://www.gregorypoole.com/used-equipment/equipment/power-systems/,5
,,,,,,,,seed_target,_doc,34673,3.8901865,12209,-1,32,http://www.elderontruck.com/equipment-for-sale/?group=stump-grinder,1
,,,,,,,,seed_target,_doc,34654,3.8901865,12209,-1,32,http://www.elderontruck.com/trailers-for-sale/?group=tank-trailer,13
,,,,,,,,seed_target,_doc,30266,3.8901865,11706,-1,22,https://www.rtrservices.com/equipment.php?id=Misc+Equipment,12
,,,,,,,,seed_target,_doc,34692,3.8901865,12209,-1,32,http://www.elderontruck.com/attachments-for-sale/?group=tire,1
,,,,,,,,seed_target,_doc,32859,3.8901865,12133,-1,23,https://www.gregorypoole.com/used-equipment/equipment/excavators/,262
,,,,,,,,seed_target,_doc,33424,3.8901865,12167,-1,29,https://www.quinncompany.com/used-equipment/wheel-dozers/,3
,,,,,,,,seed_target,_doc,28572,3.8901865,10326,-1,32,https://www.countryblacksmithtrailers.com/store/pc/Bradford-Built-Pickup-Flatbeds-for-Trucks-for-Sale-c235.htm,127
,,,,,,,,seed_target,_doc,33392,3.8901865,12167,-1,29,https://www.quinncompany.com/used-equipment/off-highway-trucks/,48
,,,,,,,,seed_target,_doc,37953,3.8901865,12030,-1,22,http://www.gaeq.com/bucket-trucks,15
,,,,,,,,seed_target,_doc,37951,3.8901865,12030,-1,29,http://www.gaeq.com/other-equipment,4
,,,,,,,,seed_target,_doc,30508,3.8901865,11960,-1,22,http://traileze.com/trailers/paving/,15
,,,,,,,,seed_target,_doc,29584,3.8901865,11086,-1,29,http://hjvequip.com/category/all-used-equipment/used-application-equipment/used-floaters/,4
,,,,,,,,seed_target,_doc,32761,3.7092457,12128,-1,23,https://cartermachinery.com/machines/used/telehandlers,3
,,,,,,,,seed_target,_doc,30449,3.7092457,11897,-1,22,https://www.southernplainseq.com/listing-category/sale/excavators/,6
,,,,,,,,seed_target,_doc,32747,3.7092457,12128,-1,23,https://cartermachinery.com/machines/used/compactors,40
,,,,,,,,seed_target,_doc,33031,3.7092457,12206,-1,23,https://www.thompsontractor.com/machines/used/cold-planers,1
,,,,,,,,seed_target,_doc,30310,3.7092457,11759,-1,29,http://paindustrial.com/used-equipment/rough-terrain-equipment/,1
,,,,,,,,seed_target,_doc,29361,3.7092457,10889,-1,31,http://frenchvilletrailer.com/collections/dump-trailers,15
,,,,,,,,seed_target,_doc,28920,3.7092457,10585,-1,23,http://midcosales.com/,6
,,,,,,,,seed_target,_doc,29961,3.7092457,11431,-1,23,https://machinerytradeoff.com/inventory/forklift,1
,,,,,,,,seed_target,_doc,29410,3.7092457,10918,-1,32,https://tropictrailer.com/inventory/?fwp_type=beekeeping-equipment,9
,,,,,,,,seed_target,_doc,34181,3.7092457,12358,-1,29,https://fertilizerequipment.net/?page_id=14,13
,,,,,,,,seed_target,_doc,29958,3.7092457,11431,-1,23,https://machinerytradeoff.com/inventory,39
,,,,,,,,seed_target,_doc,29586,3.7092457,11086,-1,29,http://hjvequip.com/category/all-used-equipment/used-vegetable-irrigation-equipment/used-irrigation/,4
,,,,,,,,seed_target,_doc,32750,3.7092457,12128,-1,23,https://cartermachinery.com/machines/used/wheel-excavators,1
,,,,,,,,seed_target,_doc,34544,3.7092457,12210,-1,29,http://tuffmachinery.com/products/dozers/,12
,,,,,,,,seed_target,_doc,30083,3.7092457,11519,-1,29,http://lehighequips.com/category/portable-storage/,10
,,,,,,,,seed_target,_doc,29362,3.7092457,10889,-1,31,http://frenchvilletrailer.com/collections/all,80
,,,,,,,,seed_target,_doc,29302,3.7092457,10843,-1,23,http://nwmixerfeeders.com/inventory-overview/pre-owned-inventory/,25
,,,,,,,,seed_target,_doc,33047,3.7092457,12206,-1,23,https://www.thompsontractor.com/machines/used/air-compressor,20
